Date,Category,Product,Units_Sold,Price_per_Unit,Total_Sales
2023-04-11,Toys,Remote Car,1,55.11,55.11
2023-04-12,Toys,Remote Car,3,281.16,843.48
2023-04-12,Books,Biography,2,482.86,965.72
2023-04-12,Home & Kitchen,Microwave,1,356.25,356.25
2023-04-12,Electronics,Headphones,4,132.27,529.08
2023-04-12,Clothing,T-Shirt,4,473.9,1895.6
2023-04-12,Clothing,T-Shirt,2,310.01,620.02
2023-04-12,Home & Kitchen,Microwave,3,442.67,1328.01
2023-04-13,Toys,Doll,2,343.25,686.5
2023-04-13,Toys,Board Game,1,198.95,198.95
2023-04-13,Electronics,Smartphone,4,470.43,1881.72
2023-04-13,Clothing,T-Shirt,1,312.45,312.45
2023-04-13,Electronics,Laptop,2,373.98,747.96
2023-04-13,Clothing,Jacket,4,376.71,1506.84
2023-04-13,Electronics,Headphones,3,410.45,1231.35
2023-04-13,Home & Kitchen,Mixer,3,14.44,43.32
2023-04-13,Toys,Board Game,3,322.47,967.41
2023-04-13,Clothing,Jeans,4,109.97,439.88
2023-04-13,Electronics,Smartphone,3,34.51,103.53
2023-04-13,Toys,Remote Car,4,131.7,526.8
2023-04-14,Books,Comics,4,456.47,1825.88
2023-04-14,Home & Kitchen,Mixer,2,369.04,738.08
2023-04-14,Clothing,T-Shirt,3,301.45,904.35
2023-04-14,Clothing,Jeans,2,197.81,395.62
2023-04-14,Toys,Remote Car,3,276.68,830.04
2023-04-14,Home & Kitchen,Microwave,2,374.01,748.02
2023-04-14,Home & Kitchen,Microwave,4,43.54,174.16
2023-04-14,Clothing,T-Shirt,1,111.05,111.05
2023-04-14,Home & Kitchen,Mixer,3,141.74,425.22
2023-04-14,Toys,Board Game,2,431.31,862.62
2023-04-14,Clothing,Jacket,1,211.56,211.56
2023-04-14,Clothing,Jacket,3,355.68,1067.04
2023-04-14,Clothing,Jeans,4,80.75,323.0
2023-04-15,Clothing,Jacket,2,394.7,789.4
2023-04-15,Clothing,T-Shirt,1,157.51,157.51
2023-04-15,Books,Comics,2,23.87,47.74
2023-04-15,Toys,Remote Car,1,384.58,384.58
2023-04-15,Clothing,T-Shirt,1,462.77,462.77
2023-04-15,Books,Fiction,1,395.4,395.4
2023-04-16,Clothing,Jacket,3,408.92,1226.76
2023-04-16,Toys,Remote Car,3,404.86,1214.58
2023-04-16,Electronics,Headphones,4,281.16,1124.64
2023-04-16,Electronics,Smartphone,1,183.36,183.36
2023-04-16,Toys,Board Game,1,160.82,160.82
2023-04-16,Books,Biography,2,193.02,386.04
2023-04-16,Clothing,Jacket,4,439.4,1757.6
2023-04-16,Books,Fiction,1,48.04,48.04
2023-04-16,Books,Comics,3,104.99,314.97
2023-04-17,Books,Biography,3,420.58,1261.74
2023-04-17,Home & Kitchen,Microwave,1,16.49,16.49
2023-04-17,Electronics,Smartphone,3,340.09,1020.27
2023-04-17,Books,Biography,4,122.5,490.0
2023-04-17,Books,Fiction,3,10.98,32.94
2023-04-17,Clothing,T-Shirt,2,396.82,793.64
2023-04-17,Electronics,Laptop,1,212.96,212.96
2023-04-17,Clothing,Jacket,2,69.53,139.06
2023-04-17,Toys,Remote Car,4,68.02,272.08
2023-04-17,Clothing,Jacket,2,91.8,183.6
2023-04-18,Home & Kitchen,Microwave,3,377.2,1131.6
2023-04-18,Home & Kitchen,Mixer,1,213.73,213.73
2023-04-18,Electronics,Headphones,3,351.25,1053.75
2023-04-18,Clothing,T-Shirt,1,,255.06
2023-04-18,Home & Kitchen,Mixer,2,291.95,583.9
2023-04-18,Books,Comics,1,351.35,351.35
2023-04-18,Books,Fiction,1,225.16,225.16
2023-04-18,Clothing,T-Shirt,3,66.0,198.0
2023-04-18,Clothing,T-Shirt,3,110.12,330.36
2023-04-18,Electronics,Headphones,1,390.48,390.48
2023-04-19,Home & Kitchen,Mixer,3,242.38,727.14
2023-04-19,Books,Fiction,3,347.43,1042.29
2023-04-19,Toys,Board Game,2,364.49,728.98
2023-04-19,Electronics,Smartphone,1,438.34,438.34
2023-04-19,Electronics,Headphones,4,173.48,693.92
2023-04-20,Books,Comics,3,428.94,1286.82
2023-04-20,Books,Comics,3,16.55,49.65
2023-04-20,Electronics,Laptop,3,147.63,442.89
2023-04-20,Clothing,Jeans,2,200.81,401.62
2023-04-20,Electronics,Headphones,4,277.34,1109.36
2023-04-20,Electronics,Smartphone,2,193.98,387.96
2023-04-20,Books,Biography,3,123.46,370.38
2023-04-20,Books,Comics,2,167.37,334.74
2023-04-20,Home & Kitchen,Cookware Set,2,367.33,734.66
2023-04-20,Home & Kitchen,Cookware Set,2,,387.0
2023-04-20,Toys,Remote Car,2,181.47,362.94
2023-04-20,Home & Kitchen,Microwave,3,417.37,1252.11
2023-04-20,Electronics,Smartphone,4,319.67,1278.68
2023-04-21,Books,Comics,4,42.57,170.28
2023-04-21,Electronics,Laptop,2,393.16,786.32
2023-04-21,Books,Biography,3,341.96,1025.88
2023-04-21,Toys,Board Game,3,338.87,1016.61
2023-04-21,Toys,Board Game,3,93.24,279.72
2023-04-21,Electronics,Headphones,4,201.47,805.88
2023-04-22,Electronics,Headphones,3,302.61,907.83
2023-04-22,Clothing,Jeans,1,275.41,275.41
2023-04-22,Clothing,Jeans,1,361.03,361.03
2023-04-22,Home & Kitchen,Mixer,4,303.89,1215.56
2023-04-22,Clothing,Jeans,2,454.84,909.68
2023-04-22,Toys,Remote Car,3,283.38,850.14
2023-04-22,Clothing,Jeans,2,197.57,395.14
2023-04-22,Clothing,Jacket,2,479.66,959.32
2023-04-22,Electronics,Laptop,2,271.29,542.58
2023-04-22,Home & Kitchen,Microwave,3,321.82,965.46
2023-04-22,Electronics,Laptop,1,414.7,414.7
2023-04-22,Books,Biography,2,117.17,234.34
2023-04-22,Toys,Remote Car,2,40.94,81.88
2023-04-22,Books,Comics,3,391.23,1173.69
2023-04-23,Toys,Doll,1,376.44,376.44
2023-04-23,Electronics,Smartphone,1,137.19,137.19
2023-04-23,Books,Fiction,4,129.26,517.04
2023-04-23,Books,Biography,2,394.05,788.1
2023-04-23,Electronics,Laptop,3,261.96,785.88
2023-04-23,Books,Comics,4,,1346.88
2023-04-23,Clothing,Jeans,4,132.01,528.04
2023-04-23,Books,Biography,4,415.06,1660.24
2023-04-23,Toys,Remote Car,1,376.61,376.61
2023-04-23,Books,Biography,3,498.84,1496.52
2023-04-23,Home & Kitchen,Cookware Set,3,158.97,476.91
2023-04-24,Home & Kitchen,Cookware Set,3,,1278.3
2023-04-24,Home & Kitchen,Microwave,3,49.31,147.93
2023-04-24,Books,Comics,2,17.05,34.1
2023-04-24,Clothing,T-Shirt,4,161.39,645.56
2023-04-24,Home & Kitchen,Microwave,3,469.82,1409.46
2023-04-25,Books,Fiction,2,201.39,402.78
2023-04-25,Toys,Board Game,1,380.8,380.8
2023-04-25,Home & Kitchen,Microwave,2,77.83,155.66
2023-04-25,Electronics,Headphones,3,464.81,1394.43
2023-04-25,Clothing,Jacket,4,268.56,1074.24
2023-04-25,Home & Kitchen,Mixer,3,227.1,681.3
2023-04-25,Clothing,Jeans,1,235.97,235.97
2023-04-25,Electronics,Laptop,3,475.11,1425.33
2023-04-25,Books,Biography,3,341.99,1025.97
2023-04-26,Home & Kitchen,Mixer,4,,1020.72
2023-04-26,Electronics,Headphones,3,487.38,1462.14
2023-04-26,Clothing,Jeans,3,376.42,1129.26
2023-04-26,Toys,Board Game,3,110.04,330.12
2023-04-26,Clothing,Jacket,1,420.31,420.31
2023-04-26,Clothing,Jeans,4,22.23,88.92
2023-04-27,Toys,Doll,2,272.61,545.22
2023-04-27,Clothing,Jeans,1,85.31,85.31
2023-04-27,Books,Fiction,2,,649.72
2023-04-27,Clothing,Jacket,4,56.51,226.04
2023-04-27,Home & Kitchen,Microwave,4,25.55,102.2
2023-04-27,Clothing,Jeans,1,307.36,307.36
2023-04-27,Toys,Remote Car,4,348.43,1393.72
2023-04-27,Home & Kitchen,Cookware Set,4,432.87,1731.48
2023-04-27,Home & Kitchen,Mixer,3,150.39,451.17
2023-04-27,Electronics,Headphones,3,24.71,74.13
2023-04-27,Clothing,T-Shirt,3,305.49,916.47
2023-04-27,Electronics,Headphones,3,390.2,1170.6
2023-04-28,Toys,Remote Car,1,487.92,487.92
2023-04-28,Electronics,Smartphone,4,447.03,1788.12
2023-04-28,Books,Comics,2,198.94,397.88
2023-04-28,Clothing,Jacket,4,92.38,369.52
2023-04-28,Home & Kitchen,Microwave,2,,943.54
2023-04-28,Toys,Remote Car,1,269.64,269.64
2023-04-28,Books,Biography,1,484.2,484.2
2023-04-28,Toys,Remote Car,4,111.56,446.24
2023-04-29,Books,Biography,4,73.54,294.16
2023-04-29,Toys,Board Game,4,340.26,1361.04
2023-04-29,Toys,Board Game,2,406.42,812.84
2023-04-29,Clothing,Jeans,3,493.5,1480.5
2023-04-29,Clothing,Jacket,3,356.27,1068.81
2023-04-29,Books,Biography,2,257.7,515.4
2023-04-29,Home & Kitchen,Microwave,3,50.31,150.93
2023-04-29,Clothing,T-Shirt,3,37.92,113.76
2023-04-29,Clothing,T-Shirt,2,365.25,730.5
2023-04-29,Clothing,Jacket,4,390.75,1563.0
2023-04-29,Clothing,Jacket,3,273.63,820.89
2023-04-29,Books,Fiction,4,445.86,1783.44
2023-04-30,Clothing,Jacket,1,249.8,249.8
2023-04-30,Electronics,Headphones,4,246.76,987.04
2023-04-30,Home & Kitchen,Cookware Set,1,431.3,431.3
2023-04-30,Clothing,Jacket,3,232.46,697.38
2023-04-30,Electronics,Laptop,4,106.25,425.0
2023-04-30,Electronics,Smartphone,1,259.97,259.97
2023-04-30,Books,Fiction,4,249.92,999.68
2023-04-30,Toys,Remote Car,4,192.36,769.44
2023-05-01,Toys,Board Game,2,428.59,857.18
2023-05-01,Home & Kitchen,Mixer,2,414.6,829.2
2023-05-01,Books,Biography,4,283.8,1135.2
2023-05-01,Electronics,Laptop,2,133.87,267.74
2023-05-01,Clothing,Jacket,4,52.64,210.56
2023-05-01,Electronics,Headphones,3,290.88,872.64
2023-05-01,Books,Biography,4,339.65,1358.6
2023-05-01,Electronics,Headphones,2,264.84,529.68
2023-05-01,Toys,Remote Car,3,138.99,416.97
2023-05-01,Books,Fiction,3,304.14,912.42
2023-05-02,Toys,Board Game,1,84.5,84.5
2023-05-02,Electronics,Smartphone,3,107.76,323.28
2023-05-02,Clothing,Jeans,3,29.63,88.89
2023-05-02,Home & Kitchen,Microwave,3,455.13,1365.39
2023-05-02,Books,Fiction,4,382.68,1530.72
2023-05-03,Clothing,Jeans,2,261.33,522.66
2023-05-03,Books,Biography,1,356.98,356.98
2023-05-03,Clothing,T-Shirt,3,24.93,74.79
2023-05-03,Books,Comics,1,260.18,260.18
2023-05-03,Toys,Remote Car,1,239.48,239.48
2023-05-03,Toys,Remote Car,1,34.62,34.62
2023-05-03,Toys,Doll,1,427.96,427.96
2023-05-03,Electronics,Laptop,3,,266.19
2023-05-03,Home & Kitchen,Cookware Set,2,115.6,231.2
2023-05-03,Toys,Board Game,1,64.68,64.68
2023-05-03,Electronics,Headphones,2,350.86,701.72
2023-05-04,Clothing,Jeans,3,377.88,1133.64
2023-05-04,Home & Kitchen,Cookware Set,1,113.28,113.28
2023-05-04,Clothing,T-Shirt,1,287.23,287.23
2023-05-04,Clothing,Jeans,1,377.22,377.22
2023-05-04,Home & Kitchen,Microwave,4,389.87,1559.48
2023-05-04,Home & Kitchen,Cookware Set,3,153.33,459.99
2023-05-04,Books,Comics,2,337.26,674.52
2023-05-04,Home & Kitchen,Cookware Set,4,302.67,1210.68
2023-05-04,Home & Kitchen,Microwave,4,425.57,1702.28
2023-05-04,Books,Comics,4,372.14,1488.56
2023-05-04,Clothing,T-Shirt,3,176.49,529.47
2023-05-04,Books,Biography,4,276.08,1104.32
2023-05-05,Toys,Doll,3,162.82,488.46
2023-05-05,Home & Kitchen,Microwave,4,163.45,653.8
2023-05-05,Toys,Board Game,2,178.26,356.52
2023-05-05,Electronics,Headphones,4,101.01,404.04
2023-05-05,Clothing,Jeans,4,90.79,363.16
2023-05-05,Toys,Remote Car,4,177.3,709.2
2023-05-05,Books,Fiction,3,255.74,767.22
2023-05-05,Clothing,Jeans,2,334.34,668.68
2023-05-06,Toys,Doll,3,453.14,1359.42
2023-05-06,Books,Comics,2,471.35,942.7
2023-05-06,Electronics,Headphones,3,114.1,342.3
2023-05-06,Books,Biography,3,207.18,621.54
2023-05-06,Clothing,Jacket,4,163.8,655.2
2023-05-06,Electronics,Laptop,1,367.56,367.56
2023-05-06,Home & Kitchen,Microwave,1,220.68,220.68
2023-05-06,Electronics,Laptop,1,370.11,370.11
2023-05-06,Electronics,Laptop,1,,251.48
2023-05-06,Clothing,Jeans,4,369.6,1478.4
2023-05-06,Electronics,Smartphone,4,67.13,268.52
2023-05-06,Books,Biography,1,32.17,32.17
2023-05-06,Toys,Remote Car,3,332.74,998.22
2023-05-06,Clothing,T-Shirt,4,437.78,1751.12
2023-05-07,Home & Kitchen,Microwave,2,170.13,340.26
2023-05-07,Electronics,Headphones,3,402.48,1207.44
2023-05-07,Books,Biography,1,47.07,47.07
2023-05-07,Books,Comics,1,296.69,296.69
2023-05-07,Books,Fiction,3,301.48,904.44
2023-05-07,Electronics,Headphones,2,433.1,866.2
2023-05-07,Toys,Remote Car,2,396.85,793.7
2023-05-07,Books,Fiction,2,217.54,435.08
2023-05-07,Electronics,Headphones,3,393.2,1179.6
2023-05-07,Clothing,Jacket,3,35.85,107.55
2023-05-07,Toys,Board Game,3,116.95,350.85
2023-05-07,Books,Comics,1,133.9,133.9
2023-05-08,Clothing,T-Shirt,3,412.14,1236.42
2023-05-08,Home & Kitchen,Mixer,4,187.65,750.6
2023-05-08,Electronics,Smartphone,2,112.44,224.88
2023-05-08,Electronics,Laptop,1,185.58,185.58
2023-05-08,Books,Biography,3,118.41,355.23
2023-05-08,Books,Comics,2,383.32,766.64
2023-05-08,Books,Fiction,3,158.61,475.83
2023-05-08,Home & Kitchen,Microwave,1,467.54,467.54
2023-05-08,Electronics,Headphones,1,304.82,304.82
2023-05-08,Books,Biography,4,132.39,529.56
2023-05-08,Home & Kitchen,Microwave,2,172.73,345.46
2023-05-08,Electronics,Laptop,2,43.54,87.08
2023-05-08,Toys,Remote Car,3,310.27,930.81
2023-05-08,Home & Kitchen,Cookware Set,4,349.73,1398.92
2023-05-09,Home & Kitchen,Cookware Set,4,470.69,1882.76
2023-05-09,Toys,Board Game,1,192.99,192.99
2023-05-09,Home & Kitchen,Microwave,1,227.62,227.62
2023-05-09,Toys,Board Game,2,341.15,682.3
2023-05-09,Books,Comics,3,151.12,453.36
2023-05-09,Home & Kitchen,Microwave,4,215.4,861.6
2023-05-09,Toys,Board Game,2,,565.9
2023-05-10,Home & Kitchen,Cookware Set,1,163.39,163.39
2023-05-10,Clothing,Jacket,4,237.66,950.64
2023-05-10,Clothing,T-Shirt,1,149.99,149.99
2023-05-10,Clothing,Jeans,2,31.1,62.2
2023-05-10,Books,Fiction,3,368.43,1105.29
2023-05-10,Home & Kitchen,Microwave,1,332.45,332.45
2023-05-10,Clothing,T-Shirt,2,62.73,125.46
2023-05-10,Books,Comics,2,133.07,266.14
2023-05-10,Clothing,Jacket,4,278.26,1113.04
2023-05-10,Electronics,Smartphone,2,290.79,581.58
2023-05-11,Home & Kitchen,Cookware Set,3,415.96,1247.88
2023-05-11,Home & Kitchen,Mixer,4,483.22,1932.88
2023-05-11,Toys,Board Game,1,113.33,113.33
2023-05-11,Home & Kitchen,Microwave,1,206.1,206.1
2023-05-11,Home & Kitchen,Mixer,3,392.29,1176.87
2023-05-11,Electronics,Headphones,2,347.14,694.28
2023-05-11,Electronics,Headphones,1,107.07,107.07
2023-05-11,Clothing,Jacket,1,119.11,119.11
2023-05-11,Toys,Remote Car,2,390.38,780.76
2023-05-11,Clothing,T-Shirt,4,214.89,859.56
2023-05-11,Electronics,Laptop,2,364.87,729.74
2023-05-11,Clothing,Jeans,3,404.43,1213.29
2023-05-12,Home & Kitchen,Microwave,2,,249.14
2023-05-12,Home & Kitchen,Mixer,1,474.64,474.64
2023-05-12,Electronics,Laptop,4,146.08,584.32
2023-05-12,Electronics,Laptop,2,34.81,69.62
2023-05-12,Home & Kitchen,Mixer,3,202.52,607.56
2023-05-12,Books,Comics,2,473.91,947.82
2023-05-12,Electronics,Headphones,3,131.46,394.38
2023-05-12,Clothing,T-Shirt,4,487.16,1948.64
2023-05-12,Clothing,Jeans,3,272.33,816.99
2023-05-12,Toys,Board Game,2,90.03,180.06
2023-05-12,Books,Fiction,4,137.1,548.4
2023-05-12,Books,Biography,4,104.69,418.76
2023-05-12,Books,Comics,4,150.79,603.16
2023-05-13,Clothing,Jacket,1,436.61,436.61
2023-05-13,Books,Fiction,1,173.86,173.86
2023-05-13,Toys,Remote Car,2,280.85,561.7
2023-05-13,Books,Biography,1,404.66,404.66
2023-05-13,Home & Kitchen,Cookware Set,4,278.23,1112.92
2023-05-13,Electronics,Laptop,3,186.93,560.79
2023-05-13,Clothing,T-Shirt,2,26.99,53.98
2023-05-13,Books,Comics,3,403.4,1210.2
2023-05-13,Home & Kitchen,Microwave,2,137.32,274.64
2023-05-13,Toys,Remote Car,4,69.83,279.32
2023-05-13,Home & Kitchen,Cookware Set,2,127.86,255.72
2023-05-14,Toys,Board Game,4,413.93,1655.72
2023-05-14,Clothing,T-Shirt,4,331.63,1326.52
2023-05-14,Home & Kitchen,Mixer,2,338.92,677.84
2023-05-14,Books,Biography,1,496.37,496.37
2023-05-14,Clothing,Jacket,3,67.47,202.41
2023-05-14,Clothing,Jeans,3,333.12,999.36
2023-05-14,Electronics,Smartphone,1,322.57,322.57
2023-05-14,Books,Biography,3,211.48,634.44
2023-05-14,Clothing,Jeans,4,,1344.12
2023-05-14,Books,Comics,3,146.68,440.04
2023-05-14,Home & Kitchen,Cookware Set,1,391.96,391.96
2023-05-14,Clothing,Jacket,2,134.26,268.52
2023-05-14,Electronics,Smartphone,3,496.06,1488.18
2023-05-15,Toys,Board Game,2,397.82,795.64
2023-05-15,Clothing,Jacket,2,151.04,302.08
2023-05-15,Clothing,Jacket,3,424.97,1274.91
2023-05-15,Toys,Remote Car,2,445.89,891.78
2023-05-15,Clothing,T-Shirt,4,12.65,50.6
2023-05-16,Toys,Doll,4,386.6,1546.4
2023-05-16,Books,Biography,4,472.1,1888.4
2023-05-16,Electronics,Smartphone,4,376.07,1504.28
2023-05-16,Clothing,Jacket,1,328.71,328.71
2023-05-16,Books,Biography,1,426.23,426.23
2023-05-16,Home & Kitchen,Cookware Set,1,498.49,498.49
2023-05-16,Clothing,T-Shirt,2,211.57,423.14
2023-05-16,Electronics,Laptop,1,315.14,315.14
2023-05-16,Electronics,Laptop,4,23.65,94.6
2023-05-16,Toys,Doll,1,339.7,339.7
2023-05-17,Home & Kitchen,Microwave,3,404.71,1214.13
2023-05-17,Clothing,T-Shirt,3,446.29,1338.87
2023-05-17,Toys,Board Game,3,255.14,765.42
2023-05-17,Clothing,Jeans,2,421.51,843.02
2023-05-17,Clothing,Jeans,4,83.84,335.36
2023-05-17,Toys,Board Game,4,,1464.6
2023-05-17,Books,Fiction,4,341.42,1365.68
2023-05-17,Toys,Doll,2,154.95,309.9
2023-05-18,Toys,Board Game,4,72.61,290.44
2023-05-18,Toys,Board Game,1,420.26,420.26
2023-05-18,Books,Comics,2,75.94,151.88
2023-05-18,Toys,Board Game,1,235.73,235.73
2023-05-18,Toys,Doll,1,60.68,60.68
2023-05-18,Toys,Remote Car,4,151.24,604.96
2023-05-18,Home & Kitchen,Mixer,1,358.95,358.95
2023-05-18,Electronics,Headphones,2,16.32,32.64
2023-05-18,Books,Comics,4,287.22,1148.88
2023-05-19,Books,Biography,3,278.95,836.85
2023-05-19,Clothing,T-Shirt,1,200.48,200.48
2023-05-19,Electronics,Headphones,1,164.31,164.31
2023-05-19,Home & Kitchen,Cookware Set,3,488.63,1465.89
2023-05-19,Home & Kitchen,Mixer,2,438.07,876.14
2023-05-19,Home & Kitchen,Microwave,3,408.11,1224.33
2023-05-19,Clothing,T-Shirt,3,165.97,497.91
2023-05-19,Clothing,T-Shirt,4,344.27,1377.08
2023-05-19,Books,Comics,1,319.87,319.87
2023-05-19,Home & Kitchen,Mixer,3,68.59,205.77
2023-05-19,Toys,Board Game,4,379.2,1516.8
2023-05-19,Toys,Remote Car,2,497.4,994.8
2023-05-19,Home & Kitchen,Mixer,3,101.45,304.35
2023-05-20,Toys,Remote Car,1,400.29,400.29
2023-05-20,Home & Kitchen,Cookware Set,4,71.52,286.08
2023-05-20,Clothing,Jeans,4,148.31,593.24
2023-05-20,Home & Kitchen,Mixer,4,388.04,1552.16
2023-05-20,Home & Kitchen,Cookware Set,3,296.94,890.82
2023-05-20,Home & Kitchen,Microwave,2,411.83,823.66
2023-05-20,Clothing,Jacket,3,347.76,1043.28
2023-05-20,Toys,Doll,1,310.68,310.68
2023-05-20,Electronics,Headphones,4,276.94,1107.76
2023-05-20,Toys,Doll,3,188.76,566.28
2023-05-20,Home & Kitchen,Cookware Set,1,498.32,498.32
2023-05-20,Toys,Doll,2,282.67,565.34
2023-05-20,Home & Kitchen,Cookware Set,1,269.56,269.56
2023-05-21,Electronics,Smartphone,1,418.27,418.27
2023-05-21,Electronics,Laptop,4,204.01,816.04
2023-05-21,Electronics,Headphones,2,160.55,321.1
2023-05-21,Toys,Doll,1,132.93,132.93
2023-05-21,Clothing,Jacket,3,179.36,538.08
2023-05-21,Electronics,Laptop,1,176.26,176.26
2023-05-21,Toys,Doll,2,39.94,79.88
2023-05-21,Toys,Board Game,3,231.35,694.05
2023-05-21,Toys,Board Game,1,66.42,66.42
2023-05-22,Electronics,Headphones,2,199.76,399.52
2023-05-22,Books,Biography,4,204.5,818.0
2023-05-22,Electronics,Laptop,3,327.9,983.7
2023-05-22,Clothing,T-Shirt,1,98.45,98.45
2023-05-22,Electronics,Headphones,4,295.05,1180.2
2023-05-22,Home & Kitchen,Mixer,1,89.64,89.64
2023-05-22,Toys,Doll,4,369.84,1479.36
2023-05-22,Home & Kitchen,Microwave,2,115.31,230.62
2023-05-22,Clothing,T-Shirt,1,292.72,292.72
2023-05-22,Books,Comics,4,274.74,1098.96
2023-05-22,Home & Kitchen,Cookware Set,3,300.46,901.38
2023-05-22,Electronics,Laptop,4,155.2,620.8
2023-05-23,Home & Kitchen,Cookware Set,3,301.88,905.64
2023-05-23,Electronics,Headphones,4,166.37,665.48
2023-05-23,Electronics,Laptop,2,164.36,328.72
2023-05-23,Clothing,Jeans,4,393.9,1575.6
2023-05-23,Books,Comics,3,342.46,1027.38
2023-05-23,Clothing,Jeans,3,169.59,508.77
2023-05-23,Toys,Doll,3,262.98,788.94
2023-05-24,Electronics,Laptop,1,83.08,83.08
2023-05-24,Toys,Doll,2,20.81,41.62
2023-05-24,Electronics,Laptop,1,16.32,16.32
2023-05-24,Books,Fiction,3,74.77,224.31
2023-05-24,Clothing,Jacket,1,67.06,67.06
2023-05-24,Clothing,Jacket,3,452.18,1356.54
2023-05-24,Toys,Doll,1,453.71,453.71
2023-05-24,Toys,Remote Car,3,412.04,1236.12
2023-05-24,Toys,Remote Car,2,139.59,279.18
2023-05-25,Books,Biography,2,414.71,829.42
2023-05-25,Clothing,T-Shirt,3,303.3,909.9
2023-05-25,Home & Kitchen,Cookware Set,2,90.67,181.34
2023-05-25,Toys,Remote Car,3,244.38,733.14
2023-05-25,Clothing,T-Shirt,2,39.2,78.4
2023-05-25,Books,Biography,1,266.47,266.47
2023-05-26,Home & Kitchen,Cookware Set,2,49.25,98.5
2023-05-26,Books,Comics,3,80.05,240.15
2023-05-26,Clothing,T-Shirt,3,303.02,909.06
2023-05-26,Toys,Remote Car,2,260.74,521.48
2023-05-26,Home & Kitchen,Cookware Set,4,142.6,570.4
2023-05-26,Clothing,Jacket,4,13.59,54.36
2023-05-26,Home & Kitchen,Mixer,4,291.19,1164.76
2023-05-26,Books,Comics,4,108.9,435.6
2023-05-26,Books,Fiction,1,459.6,459.6
2023-05-26,Clothing,T-Shirt,2,275.22,550.44
2023-05-26,Books,Fiction,2,473.53,947.06
2023-05-26,Electronics,Smartphone,2,93.24,186.48
2023-05-26,Electronics,Laptop,2,264.1,528.2
2023-05-26,Electronics,Smartphone,3,494.86,1484.58
2023-05-27,Home & Kitchen,Mixer,2,464.75,929.5
2023-05-27,Home & Kitchen,Microwave,4,47.61,190.44
2023-05-27,Toys,Remote Car,1,37.15,37.15
2023-05-27,Home & Kitchen,Cookware Set,1,213.57,213.57
2023-05-27,Toys,Board Game,4,96.77,387.08
2023-05-27,Clothing,Jacket,2,303.69,607.38
2023-05-27,Books,Fiction,1,57.51,57.51
2023-05-27,Clothing,Jacket,2,342.0,684.0
2023-05-27,Books,Biography,3,461.99,1385.97
2023-05-28,Electronics,Headphones,3,423.44,1270.32
2023-05-28,Books,Biography,2,481.19,962.38
2023-05-28,Books,Fiction,1,210.74,210.74
2023-05-28,Home & Kitchen,Microwave,4,,1472.52
2023-05-28,Toys,Remote Car,1,417.98,417.98
2023-05-28,Home & Kitchen,Mixer,2,39.21,78.42
2023-05-29,Home & Kitchen,Microwave,3,213.75,641.25
2023-05-29,Books,Biography,3,288.59,865.77
2023-05-29,Toys,Remote Car,4,497.1,1988.4
2023-05-29,Toys,Remote Car,3,290.18,870.54
2023-05-29,Clothing,T-Shirt,1,210.45,210.45
2023-05-29,Home & Kitchen,Cookware Set,3,353.36,1060.08
2023-05-29,Books,Comics,2,292.04,584.08
2023-05-29,Electronics,Smartphone,1,107.42,107.42
2023-05-29,Home & Kitchen,Mixer,4,112.95,451.8
2023-05-29,Home & Kitchen,Cookware Set,4,134.72,538.88
2023-05-29,Clothing,Jacket,2,171.97,343.94
2023-05-29,Books,Fiction,1,400.16,400.16
2023-05-29,Clothing,T-Shirt,1,225.86,225.86
2023-05-29,Toys,Board Game,2,215.36,430.72
2023-05-30,Toys,Board Game,2,151.21,302.42
2023-05-30,Clothing,T-Shirt,2,454.93,909.86
2023-05-30,Books,Biography,2,21.73,43.46
2023-05-30,Clothing,Jacket,3,291.19,873.57
2023-05-30,Electronics,Headphones,2,,720.12
2023-05-31,Books,Fiction,3,449.32,1347.96
2023-05-31,Toys,Board Game,1,,252.32
2023-05-31,Home & Kitchen,Microwave,1,164.88,164.88
2023-05-31,Books,Comics,3,220.54,661.62
2023-05-31,Home & Kitchen,Mixer,1,170.44,170.44
2023-05-31,Electronics,Laptop,4,107.34,429.36
2023-05-31,Clothing,Jeans,1,282.02,282.02
2023-05-31,Books,Biography,2,311.56,623.12
2023-06-01,Clothing,Jeans,2,360.3,720.6
2023-06-01,Clothing,T-Shirt,1,306.37,306.37
2023-06-01,Toys,Remote Car,4,337.75,1351.0
2023-06-01,Electronics,Laptop,4,140.34,561.36
2023-06-01,Home & Kitchen,Mixer,4,356.44,1425.76
2023-06-01,Books,Comics,2,444.1,888.2
2023-06-01,Books,Fiction,4,498.51,1994.04
2023-06-01,Clothing,T-Shirt,3,75.13,225.39
2023-06-01,Home & Kitchen,Cookware Set,2,37.99,75.98
2023-06-01,Books,Comics,3,452.58,1357.74
2023-06-01,Clothing,T-Shirt,4,255.03,1020.12
2023-06-02,Clothing,T-Shirt,4,,1043.96
2023-06-02,Toys,Remote Car,3,488.51,1465.53
2023-06-02,Books,Comics,1,158.66,158.66
2023-06-02,Home & Kitchen,Mixer,3,84.17,252.51
2023-06-02,Clothing,Jacket,1,99.4,99.4
2023-06-02,Electronics,Smartphone,2,291.78,583.56
2023-06-02,Clothing,Jacket,2,189.81,379.62
2023-06-02,Home & Kitchen,Microwave,3,326.16,978.48
2023-06-02,Books,Comics,2,208.61,417.22
2023-06-03,Electronics,Headphones,1,168.63,168.63
